GENDER,REFERRING_PROVIDER_REGION,DISEASE_CODE,RECEIVING_PROVIDER_REGION,AGE_GROUP,TOTAL_REFERRALS
M,Jeddah,R07.4,Jeddah,18-29,22
M,Riyadh,G95.9,Riyadh,18-29,3
M,Najran,J18.0,Najran,00-17,32
M,Riyadh,W84,Riyadh,70-79,32
M,Najran,A08.1,Najran,00-17,3
F,Medinah,Q56.41,Medinah,00-17,1
M,Jazan,G41.9,Jazan,80+,2
M,Medinah,J18.0,Medinah,18-29,1
M,Riyadh,Q21.10,Riyadh,30-39,31
M,Qassim,N18.5,Qassim,40-49,2
F,Jeddah,E87.1,Jeddah,70-79,1
M,Asir,E13.15,Assir,30-39,6
M,Taif,S62.21,Makkah,50-59,1
F,Qassim,E11.11,Qassim,18-29,2
M,Asir,K92.9,Assir,18-29,1
F,Riyadh,R07.1,Riyadh,50-59,1
F,Medinah,R56.8,Medinah,00-17,1
M,Jeddah,R17,Jeddah,40-49,18
M,Makkah,E11.11,Makkah,70-79,6
M,Jeddah,I51.9,Makkah,30-39,1
F,Riyadh,I63.0,Riyadh,60-69,29
M,Riyadh,R05,Riyadh,70-79,195
M,Riyadh,I50.0,Riyadh,60-69,31
M,Asir,M02.11,Assir,70-79,6
M,Medinah,J06.9,Medina,00-17,7
F,Medinah,K81.0,Medinah,80+,1
M,Riyadh,N21.9,Riyadh,00-17,31
M,Taif,S72.05,Makkah,60-69,1
M,Riyadh,G81.1,Riyadh,18-29,1
M,Medinah,L04.8,Medinah,00-17,1
F,Medinah,N39.9,Medinah,00-17,1
M,Jeddah,M07.04,Makkah,30-39,1
M,Riyadh,J12.0,Riyadh,50-59,30
F,Jeddah,Z50.8,Jeddah,00-17,2
M,Eastern Region,R10.0,Eastern Region,00-17,1
M,Qassim,J45.9,Qassim,50-59,2
M,Jeddah,M48.42,Makkah,18-29,1
F,Medinah,J15.9,Medina,70-79,6
M,Asir,I64,Assir,60-69,30
F,Jeddah,J18.0,Makkah,00-17,8
F,Northern Borders,I50.9,Riyadh,60-69,29
F,Jeddah,J47,Makkah,60-69,1
F,Taif,Z50.9,Jeddah,18-29,1
F,Asir,Q56.41,Assir,00-17,7
M,Riyadh,N17.8,Riyadh,70-79,32
M,Qassim,R06.6,Qassim,80+,2
F,Asir,M54.5,Assir,80+,7
M,Qurayyat,Z50.9,Riyadh,40-49,1
F,Hafer AlBatin,G61.0,Ihsaa,70-79,1
M,Medinah,R57.2,Medinah,70-79,1
M,Jeddah,U80.3,Jeddah,18-29,20
F,Riyadh,I72.0,Riyadh,40-49,30
F,Asir,M00.21,Assir,00-17,6
F,Asir,I24.9,Assir,50-59,1
M,Eastern Region,Q89.71,Eastern Region,00-17,1
F,Eastern Region,U88.2,East,00-17,18
M,Jeddah,J18.0,Jeddah,00-17,66
M,Riyadh,D18.02,Riyadh,40-49,32
M,Medinah,G41.8,Medinah,00-17,1
F,Qunfotha,V99,Makkah,00-17,1
F,Medinah,O09.5,Medina,30-39,6
M,Taif,S82.38,Makkah,00-17,1
F,Asir,S42.44,Assir,00-17,6
F,Qassim,V19.6,Qassim,30-39,2
M,Eastern Region,J18.9,East,60-69,17
F,Medinah,E13.16,Medina,00-17,1
F,Medinah,J18.0,Medinah,80+,1
M,Medinah,J22,Medina,00-17,6
M,Riyadh,U82.3,Riyadh,30-39,30
M,Jeddah,N17.9,Makkah,70-79,2
F,Medinah,O60.2,Medina,30-39,6
F,Riyadh,J96.01,Riyadh,50-59,34
F,Riyadh,I50.0,Riyadh,50-59,30
M,Riyadh,I24.9,Riyadh,80+,62
M,Tabuk,S02.61,Tabuk,00-17,1
F,Jeddah,O61.9,Makkah,30-39,1
M,Riyadh,S73.00,Riyadh,70-79,30
M,Medinah,J96.00,Medinah,60-69,1
M,Jeddah,S27.0,Makkah,18-29,2
M,Makkah,L03.19,Makkah,18-29,1
M,Jazan,E13.43,Jazan,70-79,2
M,Asir,K76.9,Asir,00-17,1
M,Qassim,U80.4,Qassim,18-29,2
M,Qassim,E87.1,Qassim,80+,2
F,Najran,M60.08,Najran,00-17,3
M,Eastern Region,E11.73,East,50-59,18
F,Riyadh,S73.00,Riyadh,60-69,30
M,Tabuk,S52.11,Medinah,18-29,1
M,Qunfotha,S42.21,Makkah,18-29,6
M,Medinah,U84.1,Medina,00-17,6
M,Jeddah,I46.9,Jeddah,50-59,22
M,Medinah,A41.8,Medina,70-79,6
F,Medinah,Q56.41,Medina,00-17,6
F,Makkah,P07.32,Makkah,00-17,6
F,Jeddah,U80.3,Makkah,30-39,1
F,Riyadh,F44.5,Riyadh,00-17,31
M,Riyadh,R52.9,Riyadh,40-49,30
M,Riyadh,P59.9,Riyadh,30-39,31
F,Jeddah,G93.9,Makkah,40-49,1
F,Eastern Region,J18.9,Eastern Region,30-39,1
M,Najran,A09.9,Najran,00-17,3
M,Riyadh,G80.9,Riyadh,18-29,30
F,Asir,K92.9,Assir,80+,7
F,Makkah,O00.0,Makkah,30-39,12
F,Qassim,J45.9,Qassim,60-69,5
M,Makkah,R05,Makkah,30-39,6
F,Medinah,R10.4,Medina,00-17,6
F,Riyadh,R05,Riyadh,40-49,221
F,Qunfotha,O00.0,Makkah,18-29,7
F,Asir,J06.9,Assir,00-17,12
M,Jeddah,I64,Makkah,70-79,11
F,Jeddah,I50.0,Jeddah,50-59,7
M,Jeddah,M72.60,Makkah,50-59,1
F,Asir,P07.32,Assir,00-17,76
M,Medinah,N17.0,Medina,70-79,6
F,Jeddah,N17.2,Makkah,18-29,1
M,Jouf,E11.11,Riyadh,50-59,31
F,Makkah,I24.9,Makkah,70-79,18
M,Medinah,G70.0,Medina,50-59,6
M,Jeddah,G93.1,Jeddah,18-29,20
M,Bisha,M48.42,Jeddah,70-79,21
F,Makkah,I51.9,Makkah,80+,6
M,Jeddah,T51.1,Makkah,30-39,1
M,Jeddah,S06.03,Makkah,70-79,2
F,Tabuk,N18.9,Tabuk,60-69,1
F,Riyadh,R11,Riyadh,70-79,30
M,Jouf,M86.16,Riyadh,40-49,31
M,Tabuk,U80.4,Medina,18-29,7
F,Jeddah,R07.1,Jeddah,50-59,22
F,Jeddah,U82.3,Makkah,70-79,3
M,Riyadh,J12.0,Riyadh,70-79,32
F,Riyadh,J45.8,Riyadh,70-79,32
M,Jeddah,V09.9,Makkah,00-17,1
M,Jeddah,V99,Makkah,80+,7
M,Medinah,J21.0,Medina,00-17,6
F,Jeddah,S72.9,Makkah,70-79,1
M,Jeddah,K92.9,Jeddah,00-17,41
F,Jeddah,E13.15,Makkah,18-29,1
F,Jeddah,Z93.0,Jeddah,80+,22
M,Asir,V99,Assir,00-17,46
F,Jeddah,V99,Jeddah,00-17,21
M,Riyadh,I24.9,Riyadh,40-49,121
M,Qassim,I82.8,Qassim,70-79,3
F,Medinah,J18.9,Medina,60-69,39
F,Qassim,I50.9,Qassim,70-79,4
F,Makkah,E11.11,Makkah,00-17,12
F,Medinah,S06.03,Medina,18-29,6
M,Jeddah,A41.9,Makkah,30-39,1
F,Riyadh,S06.03,Riyadh,30-39,31
M,Jeddah,J18.9,Makkah,50-59,1
M,Jeddah,I50.9,Jeddah,60-69,65
M,Jeddah,A41.9,Makkah,40-49,2
F,Asir,A01.4,Assir,50-59,6
F,Makkah,E87.1,Makkah,50-59,6
F,Riyadh,K86.1,Riyadh,40-49,64
F,Makkah,E10.13,Makkah,18-29,6
F,Jeddah,E10.11,Jeddah,60-69,24
F,Jeddah,E16.2,Jeddah,50-59,20
M,Medinah,E13.11,Medina,50-59,6
M,Riyadh,J45.9,Riyadh,18-29,62
M,Jeddah,S06.05,Jeddah,50-59,22
F,Eastern Region,P07.31,East,00-17,18
M,Qassim,I51.9,Qassim,60-69,5
F,Qassim,J80,Qassim,70-79,3
F,Riyadh,E10.11,Riyadh,18-29,61
M,Riyadh,I26.9,Riyadh,80+,31
F,Makkah,R57.2,Makkah,70-79,12
M,Asir,R57.2,Assir,30-39,7
F,Riyadh,N11.0,Riyadh,00-17,30
F,Jeddah,K76.9,Jeddah,60-69,23
M,Bisha,I50.9,Jeddah,60-69,20
M,Jeddah,G00.9,Makkah,18-29,1
M,Jeddah,U82.3,Makkah,40-49,2
M,Makkah,G93.4,Makkah,60-69,8
F,Jeddah,E16.2,Makkah,18-29,1
M,Jeddah,G91.9,Makkah,30-39,1
F,Medinah,A41.9,Medina,70-79,7
M,Asir,U80.3,Assir,80+,6
M,Riyadh,S72.01,Riyadh,70-79,31
F,Asir,O42.9,Assir,30-39,6
M,Jeddah,R56.0,Makkah,00-17,1
M,Jazan,J46,Jazan,00-17,2
F,Medinah,N18.9,Medinah,80+,1
M,Medinah,J20.9,Medinah,00-17,16
F,Medinah,I64,Medina,40-49,6
M,Najran,R17,Najran,00-17,3
M,Asir,T21.05,Assir,00-17,7
F,Jazan,E11.11,Jazan,00-17,2
M,Asir,I69.4,Asir,80+,1
M,Jeddah,T87.6,Makkah,50-59,1
F,Riyadh,M96.6,Riyadh,50-59,31
M,Outside-KSA,G37.3,Riyadh,00-17,1
M,Asir,K85.9,Assir,50-59,6
M,Jeddah,I48.9,Jeddah,60-69,19
F,Medinah,D57.1,Medinah,30-39,1
F,Makkah,S72.9,Jeddah,80+,22
F,Jeddah,O60.0,Jeddah,18-29,19
F,Riyadh,A39.0,Riyadh,50-59,1
F,Qassim,I10,Qassim,50-59,3
F,Eastern Region,A78,East,30-39,18
F,Makkah,A23.2,Makkah,60-69,6
M,Riyadh,G71.3,Riyadh,18-29,1
F,Jeddah,I10,Jeddah,30-39,21
F,Jeddah,I25.11,Makkah,50-59,1
F,Riyadh,E14.11,Riyadh,00-17,32
F,Jeddah,I61.1,Makkah,70-79,1
M,Medinah,I50.9,Medinah,60-69,1
F,Jeddah,I24.9,Jeddah,40-49,85
M,Najran,P94.2,Najran,00-17,2
F,Jazan,N18.9,Jazan,60-69,4
M,Jazan,N18.9,Jazan,70-79,2
F,Asir,I10,Assir,80+,1
M,Medinah,N17.0,Medinah,70-79,1
M,Riyadh,D69.6,Riyadh,50-59,31
M,Riyadh,S82.21,Riyadh,18-29,31
M,Riyadh,S28.0,Riyadh,60-69,30
M,Jeddah,J18.0,Jeddah,70-79,18
M,Jeddah,I69.4,Jeddah,80+,20
F,Jeddah,R65.1,Jeddah,80+,45
M,Jeddah,G40.60,Jeddah,30-39,21
M,Jeddah,U82.3,Jeddah,30-39,1
M,Riyadh,W13.9,Riyadh,18-29,1
M,Asir,J93.8,Assir,30-39,7
M,Jeddah,N17.9,Makkah,60-69,2
M,Riyadh,B94.1,East,50-59,17
F,Asir,O14.1,Assir,30-39,6
M,Jeddah,E87.1,Makkah,50-59,1
F,Asir,R57.2,Assir,50-59,1
F,Jeddah,I50.9,Makkah,60-69,1
M,Medinah,I64,Medina,70-79,6
F,Asir,A87.1,Assir,18-29,7
M,Jeddah,G40.60,Makkah,40-49,1
M,Riyadh,G40.60,Riyadh,30-39,30
M,Najran,A77.8,Najran,00-17,3
F,Asir,I51.9,Assir,40-49,1
F,Medinah,I26.9,Medinah,60-69,1
F,Asir,T21.09,Assir,00-17,6
F,Riyadh,J96.09,Riyadh,70-79,1
M,Jeddah,I10,Jeddah,60-69,43
M,Asir,S43.1,Assir,18-29,6
F,Asir,E11.11,Asir,60-69,1
M,Jeddah,E16.2,Jeddah,40-49,1
M,Jeddah,K62.5,Makkah,60-69,1
M,Eastern Region,A41.9,East,70-79,17
F,Riyadh,S72.9,Riyadh,30-39,30
M,Qassim,R05,Qassim,40-49,2
M,Riyadh,V99,Medinah,80+,1
M,Riyadh,R55,Riyadh,80+,1
M,Jeddah,J06.9,Jeddah,50-59,1
M,Hail,J81,Hail,60-69,1
M,Medinah,U84.1,Medinah,00-17,1
F,Medinah,O41.0,Medina,30-39,6
F,Hafer AlBatin,P71.1,Riyadh,00-17,32
M,Medinah,K92.9,Medina,18-29,7
F,Jeddah,O44.0,Jeddah,30-39,21
F,Jeddah,I64,Makkah,40-49,3
F,Jeddah,I50.9,Jeddah,50-59,1
F,Jeddah,J18.9,Makkah,18-29,2
M,Makkah,V99,Makkah,50-59,6
F,Asir,G12.1,Assir,00-17,13
M,Riyadh,A41.9,Riyadh,80+,130
M,Jeddah,I69.0,Jeddah,60-69,2
F,Jeddah,O44.0,Makkah,30-39,1
F,Riyadh,I21.9,Riyadh,60-69,32
M,Jeddah,N13.3,Jeddah,00-17,39
F,Riyadh,O09.9,Riyadh,30-39,34
F,Riyadh,I05.2,Riyadh,80+,62
M,Jeddah,K92.9,Makkah,60-69,1
F,Jeddah,R55,Jeddah,40-49,21
M,Asir,E11.11,Assir,00-17,6
M,Makkah,I05.0,Makkah,70-79,1
F,Medinah,E20.9,Medinah,30-39,1
M,Asir,K76.9,Assir,00-17,13
F,Medinah,P01.1,Medina,40-49,12
F,Riyadh,J18.0,Riyadh,50-59,32
F,Medinah,O00.0,Medinah,40-49,4
M,Tabuk,Z50.9,Riyadh,00-17,9
F,Riyadh,R19.3,Riyadh,80+,31
F,Jeddah,S01.82,Makkah,50-59,1
M,Asir,Z50.9,Riyadh,00-17,1
M,Asir,N18.5,Assir,70-79,6
F,Asir,P59.2,Assir,00-17,6
F,Medinah,P07.32,Medina,18-29,13
M,Riyadh,G23.9,Riyadh,50-59,31
F,Qassim,T82.82,Qassim,60-69,2
M,Asir,R10.0,Asir,00-17,1
M,Riyadh,M54.5,Riyadh,50-59,1
M,Asir,U82.3,Assir,60-69,6
M,Asir,K28.5,Assir,80+,7
M,Medinah,N17.9,Medinah,18-29,1
F,Asir,P22.0,Asir,00-17,1
M,Asir,J44.1,Assir,00-17,6
F,Qassim,Z50.8,Riyadh,00-17,3
M,Asir,S72.9,Assir,00-17,12
F,Riyadh,R85.9,Riyadh,80+,30
M,Jazan,E11.11,Jazan,40-49,2
F,Jeddah,J96.99,Jeddah,70-79,22
M,Medinah,R22.1,Medina,00-17,6
F,Jeddah,Z50.8,Jeddah,80+,1
M,Riyadh,I61.0,Riyadh,80+,1
F,Najran,K29.1,Najran,00-17,3
F,Asir,N25.1,Assir,00-17,1
M,Medinah,I64,Medinah,40-49,1
M,Najran,V99,Riyadh,18-29,30
M,Riyadh,B54,Riyadh,18-29,39
F,Najran,J15.9,Najran,00-17,6
F,Riyadh,P07.31,Riyadh,18-29,30
M,Asir,J96.00,Assir,00-17,6
M,Asir,V99,Assir,40-49,18
M,Jeddah,R10.0,Makkah,00-17,1
M,Jazan,K92.9,Jazan,80+,2
M,Asir,J21.9,Asir,00-17,4
M,Riyadh,I64,Riyadh,30-39,31
M,Jeddah,J96.19,Makkah,30-39,1
F,Riyadh,I44.7,Riyadh,70-79,30
F,Asir,S06.03,Assir,70-79,6
F,Eastern Region,A40.8,East,00-17,17
M,Medinah,R25.2,Medinah,00-17,1
M,Eastern Region,U82.3,East,60-69,7
F,Medinah,K92.9,Medina,80+,15
M,Medinah,E13.15,Medina,30-39,7
M,Riyadh,E10.15,Riyadh,00-17,1
M,Jeddah,A09.9,Jeddah,18-29,1
M,Riyadh,I69.4,Riyadh,60-69,1
M,Eastern Region,G40.61,East,30-39,7
M,Asir,Q04.00,Assir,00-17,7
M,Taif,S72.05,Taef,60-69,2
M,Tabuk,S42.21,Medina,60-69,6
M,Jeddah,J81,Jeddah,50-59,20
M,Asir,J18.8,Assir,40-49,1
M,Jeddah,I62.9,Makkah,60-69,1
M,Makkah,S72.05,Makkah,80+,6
F,Riyadh,R52.2,Riyadh,40-49,30
M,Riyadh,R35,Riyadh,00-17,31
F,Qassim,E87.1,Qassim,80+,3
F,Northern Borders,S72.05,Hail,50-59,2
F,Qassim,I46.9,Qassim,80+,2
M,Asir,T21.00,Assir,50-59,6
M,Qassim,G40.70,Qassim,18-29,2
F,Medinah,P07.32,Medinah,40-49,1
F,Medinah,G40.60,Medinah,60-69,1
M,Jazan,R05,Jeddah,30-39,1
F,Jeddah,D57.1,Makkah,40-49,1
M,Asir,D57.1,Assir,30-39,12
M,Asir,A20.7,Assir,70-79,5
F,Riyadh,N17.9,Riyadh,60-69,1
F,Baha,J18.9,Asir,50-59,1
F,Makkah,K92.9,Makkah,18-29,6
F,Asir,M48.42,Assir,70-79,7
F,Makkah,U80.3,Makkah,50-59,6
F,Medinah,O62.3,Medina,30-39,7
M,Najran,P91.21,Riyadh,00-17,2
F,Riyadh,I61.9,Riyadh,60-69,1
F,Makkah,F20.8,Makkah,18-29,6
M,Eastern Region,K76.9,East,50-59,17
M,Qassim,J44.9,Qassim,80+,3
M,Eastern Region,Z50.9,East,30-39,1
F,Eastern Region,S42.21,East,60-69,18
M,Makkah,E27.9,Makkah,30-39,6
F,Baha,S67.0,Jeddah,60-69,20
M,Jeddah,T21.00,Jeddah,40-49,24
M,Hassa,Z50.8,East,00-17,1
M,Medinah,K92.9,Medinah,18-29,1
M,Asir,W01.2,Assir,80+,6
M,Qassim,R06.6,Qassim,00-17,2
F,Asir,M00.86,Assir,60-69,1
M,Asir,R05,Northern Borders,00-17,1
M,Jeddah,S73.00,Makkah,60-69,1
M,Najran,A40.8,Najran,00-17,3
F,Jeddah,O14.9,Jeddah,30-39,20
M,Asir,Q81.0,Assir,00-17,6
F,Asir,J45.9,Assir,40-49,7
M,Jazan,J18.9,Jazan,18-29,2
M,Jazan,I44.1,Jazan,00-17,2
F,Medinah,E74.9,Medina,00-17,6
F,Jeddah,O44.1,Jeddah,30-39,20
F,Medinah,J18.0,Medinah,00-17,6
F,Eastern Region,M00.87,East,50-59,1
M,Medinah,I10,Medina,80+,6
M,Asir,R10.0,Assir,00-17,37
M,Asir,R11,Assir,00-17,12
M,Taif,I64,Jeddah,30-39,19
M,Jeddah,R07.4,Jeddah,30-39,23
F,Jeddah,R10.0,Makkah,30-39,1
M,Jeddah,A78,Jeddah,00-17,21
F,Jazan,I64,Makkah,60-69,1
M,Jeddah,E13.11,Jeddah,18-29,40
M,Riyadh,A22.7,Riyadh,80+,32
M,Jeddah,I26.9,Jeddah,50-59,42
F,Riyadh,D57.0,Riyadh,18-29,31
F,Qassim,E10.11,Qassim,18-29,9
F,Jeddah,A41.9,Jeddah,50-59,59
M,Jouf,P28.2,Riyadh,00-17,31
M,Riyadh,G04.2,Riyadh,30-39,37
M,Jouf,J18.9,Riyadh,00-17,123
F,Asir,A41.9,Assir,80+,24
F,Qassim,R57.2,Qassim,80+,14
F,Jeddah,O47.9,Makkah,18-29,1
M,Riyadh,I50.1,Riyadh,70-79,31
F,Asir,S66.3,Assir,00-17,6
F,Jeddah,O00.0,Makkah,00-17,10
F,Jeddah,N17.9,Jeddah,18-29,20
F,Jeddah,G40.91,Jeddah,40-49,20
M,Asir,K85.9,Assir,40-49,6
M,Riyadh,J96.09,Riyadh,00-17,63
M,Medinah,L04.8,Medina,00-17,6
M,Jeddah,J96.10,Makkah,00-17,1
M,Jeddah,E14.11,Makkah,40-49,1
F,Riyadh,S72.08,Riyadh,18-29,33
M,Riyadh,K35.8,Riyadh,18-29,62
F,Jeddah,J18.0,Jeddah,80+,44
M,Makkah,J18.0,Makkah,70-79,1
M,Hassa,S72.41,Riyadh,30-39,10
F,Asir,I23.1,Assir,00-17,6
M,Qassim,E11.11,Qassim,80+,10
M,Riyadh,I48.9,Riyadh,80+,32
M,Riyadh,F19.0,Riyadh,00-17,3
M,Jeddah,A41.9,Jeddah,00-17,87
F,Jeddah,J96.01,Jeddah,50-59,22
F,Asir,E10.11,Assir,00-17,19
F,Riyadh,R07.1,Riyadh,30-39,32
F,Riyadh,N18.9,Riyadh,70-79,32
M,Riyadh,I26.9,Riyadh,70-79,32
F,Jeddah,N17.9,Makkah,18-29,1
F,Qassim,R65.1,Qassim,70-79,2
F,Jeddah,S72.05,Jeddah,00-17,19
F,Jeddah,P22.8,Jeddah,30-39,21
M,Makkah,J18.9,Makkah,70-79,25
M,Jeddah,E14.15,Makkah,50-59,1
M,Jeddah,J96.01,Jeddah,60-69,3
M,Riyadh,L03.9,Riyadh,00-17,32
M,Riyadh,U88.1,Riyadh,00-17,33
F,Medinah,M43.24,Medina,60-69,6
M,Riyadh,G40.60,Riyadh,60-69,30
F,Jeddah,Z93.0,Jeddah,00-17,41
F,Makkah,K92.2,Makkah,70-79,6
F,Medinah,J15.9,Medina,80+,12
M,Jeddah,I24.9,Makkah,50-59,16
M,Riyadh,J18.0,Riyadh,00-17,458
F,Riyadh,J15.9,Riyadh,80+,100
F,Najran,S72.00,Assir,80+,7
M,Medinah,J44.9,Medina,80+,12
M,Jeddah,P22.0,Jeddah,00-17,184
M,Riyadh,D57.3,Riyadh,00-17,32
F,Makkah,K92.9,Makkah,50-59,6
F,Riyadh,K90.0,Riyadh,00-17,31
M,Riyadh,A78,Riyadh,00-17,123
M,Riyadh,J45.9,Riyadh,40-49,94
M,Medinah,J18.0,Medina,00-17,153
F,Jeddah,A41.9,Makkah,00-17,10
F,Medinah,A83.4,Medina,40-49,7
F,Jeddah,O42.9,Makkah,30-39,7
M,Jeddah,I48.9,Makkah,50-59,1
F,Jeddah,J96.09,Jeddah,50-59,64
M,Asir,E11.11,Assir,70-79,23
M,Jeddah,R57.2,Makkah,50-59,1
M,Asir,K85.1,Assir,40-49,1
F,Jeddah,G40.60,Makkah,18-29,1
M,Asir,M05.07,Assir,40-49,7
F,Jeddah,U82.3,Makkah,18-29,1
M,Eastern Region,M71.56,East,60-69,18
F,Makkah,U82.2,Makkah,80+,1
F,Asir,D57.1,Assir,00-17,7
M,Riyadh,R00.1,Riyadh,70-79,32
M,Riyadh,E87.1,Riyadh,50-59,1
M,Riyadh,S67.0,Riyadh,18-29,32
F,Makkah,A09.9,Makkah,00-17,18
M,Jeddah,R13,Jeddah,50-59,24
M,Medinah,P07.32,Medina,00-17,6
F,Medinah,A83.4,Medinah,40-49,1
F,Makkah,K31.9,Makkah,00-17,6
F,Riyadh,Q24.83,Riyadh,00-17,30
F,Medinah,R56.8,Medina,00-17,12
F,Eastern Region,P07.32,East,00-17,18
F,Jeddah,O44.1,Makkah,30-39,1
F,Asir,R05,Assir,40-49,6
F,Asir,J90,Assir,80+,19
M,Medinah,E10.11,Medina,30-39,7
F,Jeddah,N11.1,Jeddah,70-79,20
M,Riyadh,R17,Riyadh,00-17,33
M,Riyadh,Z51.9,Riyadh,30-39,3
M,Asir,Z23.7,Assir,00-17,12
M,Riyadh,Y83.32,Riyadh,40-49,3
M,Medinah,I24.9,Medina,70-79,7
M,Makkah,W01.0,Makkah,50-59,6
M,Qassim,R10.0,Qassim,30-39,3
F,Riyadh,R52.9,Riyadh,70-79,1
M,Riyadh,M86.16,Riyadh,40-49,31
M,Jeddah,K76.9,Jeddah,50-59,19
M,Medinah,I64,Medinah,80+,2
F,Jeddah,R07.4,Makkah,18-29,1
F,Jeddah,G35,Jeddah,60-69,2
M,Jazan,J18.8,Jazan,70-79,2
M,Asir,S82.21,Assir,30-39,6
F,Medinah,I64,Medina,60-69,7
F,Eastern Region,S42.21,Eastern Region,50-59,1
M,Qassim,K65.0,Qassim,40-49,3
M,Qassim,E10.12,Qassim,18-29,2
M,Najran,R05,Najran,70-79,3
M,Makkah,R07.3,Makkah,80+,6
M,Riyadh,N17.0,Northern Borders,30-39,1
F,Riyadh,R57.2,Riyadh,00-17,31
F,Jeddah,G40.60,Makkah,00-17,1
M,Eastern Region,Q89.71,East,00-17,7
M,Qassim,J47,Qassim,18-29,2
F,Asir,E16.2,Asir,00-17,1
F,Riyadh,U80.3,Riyadh,80+,1
F,Taif,K92.9,Jeddah,70-79,20
F,Qassim,J81,Qassim,70-79,3
M,Jeddah,G91.9,Makkah,00-17,1
F,Jeddah,I51.9,Jeddah,60-69,59
F,Jeddah,N25.9,Makkah,40-49,1
M,Jeddah,J18.9,Makkah,40-49,4
M,Jeddah,K92.9,Makkah,70-79,1
M,Jeddah,D69.6,Makkah,60-69,1
M,Riyadh,E87.0,Riyadh,60-69,31
F,Jeddah,D57.0,Jeddah,18-29,1
F,Medinah,J96.00,Medina,80+,1
F,Asir,P26.0,Assir,00-17,1
M,Riyadh,J06.9,Northern Borders,00-17,1
M,Najran,M02.17,Riyadh,30-39,31
F,Qassim,T78.2,Qassim,30-39,2
M,Asir,J18.9,Assir,70-79,24
M,Asir,R57.2,Assir,60-69,12
M,Riyadh,U80.3,Riyadh,40-49,38
M,Jeddah,S72.9,Makkah,40-49,1
M,Makkah,S72.9,Jeddah,40-49,22
F,Jeddah,E13.11,Jeddah,70-79,22
M,Makkah,V99,Jeddah,40-49,21
M,Asir,Z50.9,Jeddah,00-17,1
M,Medinah,I10,Medinah,80+,1
M,Riyadh,I51.9,Riyadh,80+,32
M,Riyadh,R07.4,Riyadh,80+,38
F,Riyadh,J21.9,Riyadh,00-17,534
F,Jeddah,J06.9,Jeddah,00-17,21
M,Makkah,R05,Makkah,60-69,18
M,Makkah,I64,Makkah,70-79,32
F,Medinah,I64,Medina,30-39,12
F,Qassim,I64,Qassim,80+,2
M,Riyadh,I64,Tabuk,80+,1
M,Qassim,R52.9,Qassim,80+,3
F,Qassim,J39.9,Qassim,00-17,3
M,Asir,I64,Assir,18-29,12
M,Medinah,I67.4,Medina,80+,6
M,Riyadh,J95.04,Riyadh,18-29,32
F,Eastern Region,Q25.44,East,00-17,17
F,Riyadh,I21.9,Riyadh,50-59,31
F,Qassim,K57.21,Qassim,80+,3
M,Jeddah,S62.63,Jeddah,70-79,21
M,Qassim,I24.9,Qassim,70-79,6
F,Riyadh,S72.2,Riyadh,80+,32
F,Jeddah,J96.01,Jeddah,80+,25
M,Jeddah,O42.9,Jeddah,00-17,59
F,Riyadh,G40.60,Riyadh,00-17,34
M,Jouf,N17.0,Riyadh,00-17,30
M,Medinah,I62.0,Medina,60-69,12
M,Najran,I27.2,Assir,00-17,6
M,Makkah,S52.11,Makkah,30-39,6
F,Jeddah,R57.2,Jeddah,80+,84
M,Jeddah,R05,Makkah,50-59,10
M,Jeddah,I70.1,Makkah,40-49,2
M,Qassim,G91.0,Qassim,00-17,4
M,Medinah,A41.9,Medina,50-59,12
M,Bisha,V99,Assir,18-29,6
M,Qassim,R57.2,Qassim,70-79,6
F,Asir,M45.09,Assir,40-49,7
F,Medinah,R57.2,Medina,80+,12
F,Riyadh,A78,Riyadh,70-79,29
F,Qassim,R57.2,Qassim,60-69,10
F,Makkah,A63.01,Makkah,60-69,6
F,Jeddah,J91,Jeddah,40-49,23
M,Eastern Region,R69,Riyadh,40-49,30
M,Jeddah,J96.09,Makkah,40-49,2
F,Tabuk,V99,Medina,18-29,7
M,Riyadh,I64,Riyadh,18-29,98
F,Jeddah,I20.0,Jeddah,40-49,19
F,Medinah,P08.2,Medina,18-29,7
M,Jeddah,Q18.4,Makkah,00-17,1
M,Riyadh,I50.9,Riyadh,80+,31
M,Riyadh,G93.1,Riyadh,40-49,34
M,Makkah,N17.9,Makkah,50-59,12
F,Jeddah,S06.02,Makkah,40-49,1
M,Asir,S63.10,Assir,00-17,30
F,Medinah,R63.3,Medina,00-17,5
M,Jeddah,J81,Makkah,30-39,2
M,Jeddah,E14.11,Jeddah,70-79,20
F,Riyadh,V99,Riyadh,30-39,32
F,Riyadh,N21.9,Riyadh,18-29,30
M,Qassim,J96.01,Qassim,70-79,2
F,Jeddah,P22.0,Makkah,00-17,12
F,Northern Borders,I50.0,Riyadh,60-69,31
F,Jeddah,E11.11,Jeddah,80+,113
F,Outside-KSA,G93.5,Jeddah,30-39,22
F,Jeddah,I50.0,Makkah,50-59,1
M,Jeddah,M72.60,Jeddah,50-59,20
M,Jeddah,E11.73,Jeddah,70-79,21
F,Riyadh,N18.9,Riyadh,40-49,30
F,Jeddah,P05.9,Makkah,18-29,1
M,Taif,P59.9,Jeddah,00-17,20
M,Medinah,U82.3,Medina,50-59,7
F,Asir,R17,Assir,30-39,13
